message,spam label,smishing label
"Ta-Daaaaa! I am home babe, are you still up ?",0,0
Cool. So how come you havent been wined and dined before?,0,0
Just sleeping..and surfing,0,0
"Sorry, I'll call later",0,0
U calling me right? Call my hand phone...,0,0
Ok that's great thanx a lot.,0,0
I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,0,0
Where u been hiding stranger?,0,0
Am not interested to do like that.,0,0
My sister cleared two round in birla soft yesterday.,0,0
Gudnite....tc...practice going on,0,0
Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,0,0
One small prestige problem now.,0,0
Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,1,1
Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,0,0
"Nah can't help you there, I've never had an iphone",0,0
If you're not in my car in an hour and a half I'm going apeshit,0,0
"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",0,0
Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,0,0
&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,0,0
"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",0,0
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,1,1
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,1,1
"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",0,0
"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",0,0
Ha ha cool cool chikku chikku:-):-DB-),0,0
Oh ok no prob..,0,0
Check audrey's status right now,0,0
Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,0,0
"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",0,0
Well i know Z will take care of me. So no worries.,0,0
"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",1,1
Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,1,1
Wat uniform? In where get?,0,0
"Cool, text me when you're ready",0,0
"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",0,0
I will spoil you in bed as well :),0,0
I'm going for bath will msg you next  &lt;#&gt;  min..,0,0
I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,0,0
"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",1,1
Can you say what happen,0,0
You could have seen me..i did't recognise you Face.:),0,0
Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,0,0
Keep my payasam there if rinu brings,0,0
I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,0,0
"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",0,0
"Yeah sure, give me a couple minutes to track down my wallet",0,0
Hey leave it. not a big deal:-) take care.,0,0
Hey i will be late ah... Meet you at 945+,0,0
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",1,1
It took Mr owl 3 licks,0,0
Customer place i will call you.,0,0
Mm that time you dont like fun,0,0
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,1,1
Yup having my lunch buffet now.. U eat already?,0,0
Huh so late... Fr dinner?,0,0
Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,0,0
Morning only i can ok.,0,0
Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,0,0
Pick you up bout 7.30ish? What time are  and that going?,0,0
From here after The performance award is calculated every two month.not for current one month period..,0,0
Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,0,0
"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",0,0
"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",0,0
Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,0,0
"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xÃ¥Â£150pw to eÃ¥Â£nd txt stop",1,1
Dear how is chechi. Did you talk to her,0,0
The hair cream has not been shipped.,0,0
None of that's happening til you get here though,0,0
"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",0,0
"Haha get used to driving to usf man, I know a lot of stoners",0,0
All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,0,0
Hello! Good week? Fancy a drink or something later?,0,0
Headin towards busetop,0,0
Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,0,0
Come by our room at some point so we can iron out the plan for this weekend,0,0
Cos i want it to be your thing,0,0
"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... ",0,0
Bring home some Wendy =D,0,0
100 dating service cal;l 09064012103 box334sk38ch,1,1
Whatsup there. Dont u want to sleep,0,0
Alright i have a new goal now,0,0
FREE entry into our Ã¥Â£250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,1,1
"Alright, I'll head out in a few minutes, text me where to meet you",0,0
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,1,1
Yes:)from last week itself i'm taking live call.,0,0
Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,1,1
Siva is in hostel aha:-.,0,0
URGENT! Your Mobile number has been awarded with a Ã¥Â£2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,1,1
Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,0,0
Ok. She'll be ok. I guess,0,0
aathi..where are you dear..,0,0
Any pain on urination any thing else?,0,0
7 at esplanade.. Do Ã_ mind giving me a lift cos i got no car today..,0,0
I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,0,0
At home watching tv lor.,0,0
Does she usually take fifteen fucking minutes to respond to a yes or no question,0,0
Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,1,1
Booked ticket for pongal?,0,0
You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,0,0
The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,0,0
"Ask g or iouri, I've told the story like ten times already",0,0
How long does applebees fucking take,0,0
"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",0,0
But i have to. I like to have love and arrange.,0,0
Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,0,0
You were supposed to wake ME up &gt;:(,0,0
Oic... I saw him too but i tot he din c me... I found a group liao...,0,0
"Sorry, I'll call later",0,0
\HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS,0,0
"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",0,0
"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",0,0
I wont get concentration dear you know you are my mind and everything :-),0,0
LOL ... Have you made plans for new years?,0,0
10 min later k...,0,0
hanks lotsly!,0,0
Thanks for this hope you had a good day today,0,0
K:)k:)what are detail you want to transfer?acc no enough?,0,0
Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,0,0
"Loan for any purpose Ã¥Â£500 - Ã¥Â£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",1,1
Si si. I think ill go make those oreo truffles.,0,0
"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONÃ¥ÃT LIKE ME LIKE THAT SO DONÃ¥ÃT WORRY.",0,0
I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,0,0
"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",0,0
Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,0,0
Where did u go? My phone is gonna die you have to stay in here,0,0
Great. Never been better. Each day gives even more reasons to thank God,0,0
"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",1,1
"Sorry, I'll call later ok bye",0,0
Ok i am on the way to railway,0,0
great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :),0,0
They don't put that stuff on the roads to keep it from getting slippery over there?,0,0
When are you going to ride your bike?,0,0
"Yup, no need. I'll jus wait 4 e rain 2 stop.",0,0
There are many company. Tell me the language.,0,0
okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,1,1
"How long has it been since you screamed, princess?",0,0
"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...",0,0
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,1,1
Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:),0,0
Ok I'm gonna head up to usf in like fifteen minutes,0,0
Love you aathi..love u lot..,0,0
Tension ah?what machi?any problem?,0,0
"K, can I pick up another 8th when you're done?",0,0
When're you guys getting back? G said you were thinking about not staying for mcr,0,0
"Almost there, see u in a sec",0,0
"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",0,0
Watching tv lor...,0,0
Thank you baby! I cant wait to taste the real thing...,0,0
You should change your fb to jaykwon thuglyfe falconerf,0,0
If we win its really no 1 side for long time.,0,0
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",1,1
Dear reached railway. What happen to you,0,0
"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",0,0
I think i've fixed it can you send a test message?,0,0
"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",0,0
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",1,1
"Sorry,in meeting I'll call later",0,0
What class of  &lt;#&gt;  reunion?,0,0
Are you free now?can i call now?,0,0
Got meh... When?,0,0
Nope... Think i will go for it on monday... Sorry i replied so late,0,0
Some of them told accenture is not confirm. Is it true.,0,0
"Kate jackson rec center before 7ish, right?",0,0
Dear i have reache room,0,0
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",0,0
When can Ã_ come out?,0,0
Check with nuerologist.,0,0
Lolnice. I went from a fish to ..water.?,0,0
+123 Congratulations - in this week's competition draw u have won the Ã¥Â£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,1,1
No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,0,0
"Maybe westshore or hyde park village, the place near my house?",0,0
You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,0,0
What's the significance?,0,0
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,0,0
"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",0,0
Prabha..i'm soryda..realy..frm heart i'm sory,0,0
Lol ok your forgiven :),0,0
No..jst change tat only..,0,0
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a Ã¥Â£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",1,1
S:)no competition for him.,0,0
Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,1,1
Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,1,1
"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. ",0,0
Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,0,0
But that's on ebay it might be less elsewhere.,0,0
Shall i come to get pickle,0,0
Were gonna go get some tacos,0,0
"That's very rude, you on campus?",0,0
"URGENT!: Your Mobile No. was awarded a Ã¥Â£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",1,1
Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,0,0
"Today's Offer! Claim ur Ã¥Â£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. Ã¥Â£3.00 Sub. 16 . Unsub reply X",1,1
Yes! How is a pretty lady like you single?,0,0
You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,1,0
Jay says that you're a double-faggot,0,0
PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,1,1
What Today-sunday..sunday is holiday..so no work..,0,0
Gudnite....tc...practice going on,0,0
I'll be late...,0,0
"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.",0,0
"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea",0,0
"Probably gonna be here for a while, see you later tonight &lt;)",0,0
Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,0,0
Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,0,0
"I am in tirupur da, once you started from office call me.",0,0
from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,1,1
"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",0,0
But am going to college pa. What to do. are else ill come there it self. Pa.,0,0
4 oclock at mine. Just to bash out a flat plan.,0,0
This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,0,0
Then any special there?,0,0
I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,0,0
"Sorry that took so long, omw now",0,0
Wait  &lt;#&gt;  min..,0,0
Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,0,0
"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",0,0
"Hurry up, I've been weed-deficient for like three days",0,0
"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo",0,0
Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know,0,0
Iâ°ÃÃ·ll have a look at the frying pan in case itâ°ÃÃ·s cheap or a book perhaps. No thatâ°ÃÃ·s silly a frying pan isnâ°ÃÃ·t likely to be a book,0,0
O. Well uv causes mutations. Sunscreen is like essential thesedays,0,0
Having lunch:)you are not in online?why?,0,0
I know that my friend already told that.,0,0
Hi Princess! Thank you for the pics. You are very pretty. How are you?,0,0
"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. ",0,0
Hi msg me:)i'm in office..,0,0
Thanx 4 e brownie it's v nice...,0,0
Geeeee ... I love you so much I can barely stand it,0,0
GENT! We are trying to contact you. Last weekends draw shows that you won a Ã¥Â£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm ,1,1
"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",0,0
"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",0,0
Oooh bed ridden ey? What are YOU thinking of?,0,0
"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",0,0
Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,0,0
WOT U WANNA DO THEN MISSY?,0,0
Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,0,0
Do you know where my lab goggles went,0,0
Can you open the door?,0,0
Waiting for your call.,0,0
Nope i waiting in sch 4 daddy... ,0,0
"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",1,1
"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.",0,0
ÃÃ wait 4 me in sch i finish ard 5..,0,0
"our mobile number has won Ã¥Â£5000, to claim calls us back or ring the claims hot line on 09050005321.",1,1
"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",0,0
Huh so early.. Then Ã_ having dinner outside izzit?,0,0
Ok anyway no need to change with what you said,0,0
We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,1,1
my ex-wife was not able to have kids. Do you want kids one day?,0,0
So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,0,0
Tell them u have a headache and just want to use 1 hour of sick time.,0,0
"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... ",0,0
"\Pete can you please ring meive hardly gotany credit\""""",0,0
Ya srsly better than yi tho,0,0
"I'm in a meeting, call me later at",0,0
"For ur chance to win a Ã¥Â£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",1,1
You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,1,1
PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,1,1
You still at grand prix?,0,0
"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",0,0
I am great! How are you?,0,0
Gud mrng dear have a nice day,0,0
You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,1,1
Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,0,0
I'm going out to buy mum's present ar.,0,0
Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,0,0
If u sending her home first it's ok lor. I'm not ready yet.,0,0
Speaking of does he have any cash yet?,0,0
Be happy there. I will come after noon,0,0
Meet after lunch la...,0,0
TaKe CaRE n gET WeLL sOOn,0,0
XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 ,1,1
what I meant to say is cant wait to see u again getting bored of this bridgwater banter,0,0
Neva mind it's ok..,0,0
"It's fine, imma get a drink or somethin. Want me to come find you?",0,0
22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,1,1
Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,0,0
I have many dependents,0,0
THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C,0,0
I called and said all to him:)then he have to choose this future.,0,0
"\Happy valentines day\"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...""",0,0
He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,0,0
For my family happiness..,0,0
I come n pick Ã_ up... Come out immediately aft ur lesson...,0,0
Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,0,0
Dear we got  &lt;#&gt;  dollars hi hi,0,0
Good words.... But words may leave u in dismay many times.,0,0
MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,0,0
"sorry, no, have got few things to do. may be in pub later.",0,0
"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash",0,0
"Haha good to hear, I'm officially paid and on the market for an 8th",0,0
How many licks does it take to get to the center of a tootsie pop?,0,0
Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.,0,0
New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,1,1
Todays Vodafone numbers ending with 4882 are selected to a receive a Ã¥Â£350 award. If your number matches call 09064019014 to receive your Ã¥Â£350 award.,1,1
Please dont say like that. Hi hi hi,0,0
Thank u!,0,0
Oh that was a forwarded message. I thought you send that to me,0,0
Got it. Seventeen pounds for seven hundred ml â°ÃÃ hope ok.,0,0
"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",1,1
Me n him so funny...,0,0
"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",0,0
When Ã_ login dat time... Dad fetching Ã_ home now?,0,0
"What will we do in the shower, baby?",0,0
I had askd u a question some hours before. Its answer,0,0
"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out",0,0
" said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! ",0,0
Probably gonna swing by in a wee bit,0,0
Ya very nice. . .be ready on thursday,0,0
Allo! We have braved the buses and taken on the trains and triumphed. I mean weâ°ÃÃ·re in bâ°ÃÃ·ham. Have a jolly good rest of week,0,0
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",0,0
Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,0,0
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,1,1
No prob. I will send to your email.,0,0
"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",1,1
Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),0,0
I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?,0,0
"Wait, do you know if wesleys in town? I bet she does hella drugs!",0,0
Fine i miss you very much.,0,0
Did u got that persons story,0,0
Tell them the drug dealer's getting impatient,0,0
"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng",0,0
You will be in the place of that man,0,0
"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com",0,0
88800 and 89034 are premium phone services call 08718711108,1,1
"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",0,0
Then mum's repent how?,0,0
Sorry me going home first... Daddy come fetch Ã_ later...,0,0
Leave it de:-). Start Prepare for next:-)..,0,0
Yes baby! We can study all the positions of the kama sutra ;),0,0
En chikku nange bakra msg kalstiya..then had tea/coffee?,0,0
Carlos'll be here in a minute if you still need to buy,0,0
This pay is  &lt;DECIMAL&gt;  lakhs:),0,0
Have a good evening! Ttyl,0,0
Did u receive my msg?,0,0
Ho ho - big belly laugh! See ya tomo,0,0
SMS. ac sun0819 posts HELLO:\You seem cool,1,1
Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just Ã¥Â£1.50 per wk 2 opt out send STOP 08452810071 16,1,1
"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",0,0
"I've got  &lt;#&gt; , any way I could pick up?",0,0
"I dont knw pa, i just drink milk..",0,0
Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? ,0,0
"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...",0,0
Cause I'm not freaky lol,0,0
Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,0,0
What is this 'hex' place you talk of? Explain!,0,0
ÃÃ log off 4 wat. It's sdryb8i,0,0
Is xy going 4 e lunch?,0,0
Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,1,1
I wanted to ask Ã_ to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,0,0
Have you finished work yet? :),0,0
"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",0,0
"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",0,0
Thanks love. But am i doing torch or bold.,0,0
<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,1,1
Was the farm open?,0,0
"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx.",0,0
"My sister in law, hope you are having a great month. Just saying hey. Abiola",0,0
Will purchase d stuff today and mail to you. Do you have a po box number?,0,0
Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,0,0
Good. Good job. I like entrepreneurs,0,0
"Aight, you close by or still down around alex's place?",0,0
meet you in corporation st outside gap â°Ã_ you can see how my mind is working!,0,0
Mum ask Ã_ to buy food home...,0,0
K..u also dont msg or reply to his msg..,0,0
How much r Ã_ willing to pay?,0,0
"Sorry, I'll call later",0,0
What is important is that you prevent dehydration by giving her enough fluids,0,0
"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",0,0
True dear..i sat to pray evening and felt so.so i sms'd you in some time...,0,0
"I don't think I can get away for a trek that long with family in town, sorry",0,0
So when do you wanna gym harri,0,0
